close,epoch,high,low,open,volume
1.13934,1783912200,1.13934,1.13908,1.13924,1.0
1.1395,1783912500,1.1395,1.13932,1.13934,1.0
1.13952,1783912800,1.13958,1.13948,1.13949,1.0
1.13952,1783913100,1.13954,1.13939,1.13952,1.0
1.13955,1783913400,1.1397,1.1395,1.13952,1.0
1.13957,1783913700,1.13959,1.13951,1.13955,1.0
1.13962,1783914000,1.13964,1.13956,1.13957,1.0
1.13974,1783914300,1.13974,1.13961,1.13962,1.0
1.13964,1783914600,1.13977,1.13958,1.13974,1.0
1.1399,1783914900,1.1399,1.13961,1.13964,1.0
1.13974,1783915200,1.1399,1.13971,1.1399,1.0
1.13981,1783915500,1.13986,1.13971,1.13974,1.0
1.13993,1783915800,1.13993,1.13972,1.13981,1.0
1.14,1783916100,1.14,1.13986,1.13993,1.0
1.1399,1783916400,1.14001,1.13987,1.13999,1.0
1.14014,1783916700,1.14014,1.1399,1.1399,1.0
1.14015,1783917000,1.14018,1.1401,1.14015,1.0
1.14027,1783917300,1.14027,1.14013,1.14015,1.0
1.14011,1783917600,1.14027,1.1401,1.14027,1.0
1.14013,1783917900,1.14021,1.14012,1.14012,1.0
1.14032,1783918200,1.14033,1.14011,1.14012,1.0
1.14041,1783918500,1.14051,1.14032,1.14032,1.0
1.14054,1783918800,1.14054,1.14037,1.14039,1.0
1.14073,1783919100,1.14074,1.14049,1.14054,1.0
1.14082,1783919400,1.14092,1.14066,1.14073,1.0
1.14051,1783919700,1.14083,1.1405,1.14082,1.0
1.14028,1783920000,1.14052,1.14021,1.14051,1.0
1.14016,1783920300,1.14034,1.14011,1.14028,1.0
1.14025,1783920600,1.14027,1.13997,1.14016,1.0
1.14026,1783920900,1.14034,1.14021,1.14024,1.0
1.14012,1783921200,1.14031,1.14011,1.14026,1.0
1.14031,1783921500,1.14032,1.14003,1.14012,1.0
1.14003,1783921800,1.14042,1.13998,1.14031,1.0
1.13987,1783922100,1.14007,1.1397,1.14003,1.0
1.1398,1783922400,1.13995,1.13967,1.13987,1.0
1.13975,1783922700,1.13991,1.13959,1.13981,1.0
1.13966,1783923000,1.13991,1.13958,1.13975,1.0
1.14,1783923300,1.14,1.13966,1.13966,1.0
1.1401,1783923600,1.14025,1.13993,1.13999,1.0
1.14037,1783923900,1.14039,1.1401,1.1401,1.0
1.14049,1783924200,1.14075,1.14028,1.14037,1.0
1.14068,1783924500,1.14074,1.14047,1.14049,1.0
1.14049,1783924800,1.14072,1.14043,1.14068,1.0
1.14052,1783925100,1.14054,1.14032,1.14049,1.0
1.14032,1783925400,1.14069,1.1402,1.14052,1.0
1.14012,1783925700,1.14032,1.14002,1.14032,1.0
1.14058,1783926000,1.14063,1.1401,1.1401,1.0
1.14079,1783926300,1.14082,1.14043,1.14058,1.0
1.14081,1783926600,1.14104,1.14072,1.14079,1.0
